DS1 - mt_genome_CM029732 - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
JARVIS2_BIN	21685476	5049718	1.862	214.000	0.402	218.000	0.402	0	960
JARVIS2_BIN	21685476	4942608	1.823	233.000	1.323	232.000	1.323	0	961
JARVIS2_BIN	21685476	4953190	1.827	488.000	3.308	478.000	3.308	0	962
JARVIS2_BIN	21685476	4966726	1.832	247.000	1.135	248.000	1.134	0	963
JARVIS3_BIN	21685476	5361154	1.977	14.000	0.196	13.000	0.196	0	964
JARVIS3_BIN	21685476	5265992	1.942	19.000	0.758	19.000	0.758	0	965
JARVIS3_BIN	21685476	5101648	1.882	19.000	0.196	18.000	0.196	0	966
JARVIS3_BIN	21685476	5056035	1.865	39.000	0.384	39.000	0.383	0	967
JARVIS3_BIN	21685476	4966536	1.832	125.000	0.571	126.000	0.571	0	968
JARVIS3_BIN	21685476	413696	.152	0.000	0.000	0.000	0.000	0	969
